"studyDbId","studyName","programName","year","locationName","observationUnitDbId","observationUnitName","germplasmDbId","germplasmName","rowNumber","colNumber","plot","rep","block","Anthesis time - Julian date (JD)|CO_321:0501001","Bacterial leaf streak severity - 0-9 percentage scale|CO_321:0501004","Grain protein content -  %|CO_321:0001205","Grain test weight - g/l|CO_321:0001210","Grain yield - kg/ha|CO_321:0001218","Maturity time - physiological - Julian date (JD)|CO_321:0001288","Plant height - cm|CO_321:0001301","Plant stand - 0-9 density scale|CO_321:0501120"
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039400,"YldQtl-Val_2014_ClayCenter_NE13417_2090",237115,"NE13417",9,43,"2090","1","9",,"2","17.67",,"2932",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039561,"YldQtl-Val_2014_ClayCenter_NE13417_2396",237115,"NE13417",20,49,"2396","2","20",,"4","18.48",,"1688",,"76",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039298,"YldQtl-Val_2014_ClayCenter_NE13441_2062",236104,"NE13441",7,35,"2062","1","7",,"4","15.83",,"4143",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039676,"YldQtl-Val_2014_ClayCenter_NE13441_2299",236104,"NE13441",10,52,"2299","2","10",,"3","16.29",,"3161",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039639,"YldQtl-Val_2014_ClayCenter_NE13449_2012",226042,"NE13449",2,35,"2012","1","2",,"4","15.5",,"3356",,"76",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039407,"YldQtl-Val_2014_ClayCenter_NE13449_2216",226042,"NE13449",2,49,"2216","2","2",,"4","15.48",,"3094",,"77",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039287,"YldQtl-Val_2014_ClayCenter_NE13470_2070",239454,"NE13470",7,43,"2070","1","7",,"3","14.89",,"4667",,"74",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039530,"YldQtl-Val_2014_ClayCenter_NE13470_2382",239454,"NE13470",19,45,"2382","2","19",,"2","15.66",,"3632",,"76",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039362,"YldQtl-Val_2014_ClayCenter_NE13498_2182",225220,"NE13498",19,35,"2182","1","19",,"2","16.29",,"3147",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039476,"YldQtl-Val_2014_ClayCenter_NE13498_2296",225220,"NE13498",10,49,"2296","2","10",,"2","15.84",,"3033",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039524,"YldQtl-Val_2014_ClayCenter_NE13510_2069",221706,"NE13510",7,42,"2069","1","7",,"4","15.75",,"3941",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039448,"YldQtl-Val_2014_ClayCenter_NE13510_2381",221706,"NE13510",19,44,"2381","2","19",,"2","16.44",,"2818",,"72",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039535,"YldQtl-Val_2014_ClayCenter_NE13522_2165",228158,"NE13522",17,38,"2165","1","17",,"3","16.4",,"3060",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039444,"YldQtl-Val_2014_ClayCenter_NE13522_2315",228158,"NE13522",12,48,"2315","2","12",,"3","15.84",,"2939",,"76",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039495,"YldQtl-Val_2014_ClayCenter_NE13556_2195",229148,"NE13556",20,38,"2195","1","20",,"1","16.31",,"2919",,"92",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039610,"YldQtl-Val_2014_ClayCenter_NE13556_2256",229148,"NE13556",6,49,"2256","2","6",,"2","16.06",,"2730",,"94",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039585,"YldQtl-Val_2014_ClayCenter_NE13571_2181",238145,"NE13571",19,34,"2181","1","19",,"2","16.35",,"3107",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039501,"YldQtl-Val_2014_ClayCenter_NE13571_2295",238145,"NE13571",10,48,"2295","2","10",,"2","16.64",,"2905",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039682,"YldQtl-Val_2014_ClayCenter_NE13589_2110",221368,"NE13589",11,43,"2110","1","11",,"2","15.44",,"3948",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039527,"YldQtl-Val_2014_ClayCenter_NE13589_2286",221368,"NE13589",9,49,"2286","2","9",,"2","15.66",,"3443",,"89",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039498,"YldQtl-Val_2014_ClayCenter_NE13593_2171",220138,"NE13593",18,34,"2171","1","18",,"4","15.73",,"3490",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039254,"YldQtl-Val_2014_ClayCenter_NE13593_2297",220138,"NE13593",10,50,"2297","2","10",,"2","16.42",,"3416",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039618,"YldQtl-Val_2014_ClayCenter_NE13607_2153",221914,"NE13607",16,36,"2153","1","16",,"2","16.16",,"4243",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039413,"YldQtl-Val_2014_ClayCenter_NE13607_2294",221914,"NE13607",10,47,"2294","2","10",,"3","15.41",,"3773",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039513,"YldQtl-Val_2014_ClayCenter_NE13625_2174",221799,"NE13625",18,37,"2174","1","18",,"2","15.88",,"3450",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039470,"YldQtl-Val_2014_ClayCenter_NE13625_2282",221799,"NE13625",9,45,"2282","2","9",,"2","14.71",,"4687",,"88",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039642,"YldQtl-Val_2014_ClayCenter_NE13627_2196",232175,"NE13627",20,39,"2196","1","20",,"2","17.53",,"3329",,"78",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039411,"YldQtl-Val_2014_ClayCenter_NE13627_2255",232175,"NE13627",6,48,"2255","2","6",,"2","16.67",,"3289",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039456,"YldQtl-Val_2014_ClayCenter_NE13628_2011",231678,"NE13628",2,34,"2011","1","2",,"4","15.74",,"3329",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039433,"YldQtl-Val_2014_ClayCenter_NE13628_2215",231678,"NE13628",2,48,"2215","2","2",,"2","16.29",,"3080",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039353,"YldQtl-Val_2014_ClayCenter_NE13630_2152",229793,"NE13630",16,35,"2152","1","16",,"4","16.46",,"2831",,"72",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039605,"YldQtl-Val_2014_ClayCenter_NE13630_2391",229793,"NE13630",20,44,"2391","2","20",,"2","16.48",,"2784",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039582,"YldQtl-Val_2014_ClayCenter_NE13637_2154",236019,"NE13637",16,37,"2154","1","16",,"3","17.82",,"2818",,"78",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039630,"YldQtl-Val_2014_ClayCenter_NE13637_2293",236019,"NE13637",10,46,"2293","2","10",,"3","15.78",,"3046",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039659,"YldQtl-Val_2014_ClayCenter_NE13638_2061",229752,"NE13638",7,34,"2061","1","7",,"3","16.1",,"3692",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039460,"YldQtl-Val_2014_ClayCenter_NE13638_2300",229752,"NE13638",10,53,"2300","2","10",,"2","16",,"3329",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039293,"YldQtl-Val_2014_ClayCenter_NE13639_2166",229785,"NE13639",17,39,"2166","1","17",,"3","15.62",,"3544",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039454,"YldQtl-Val_2014_ClayCenter_NE13639_2316",229785,"NE13639",12,49,"2316","2","12",,"2","15.47",,"3490",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039270,"YldQtl-Val_2014_ClayCenter_NE13655_2106",238391,"NE13655",11,39,"2106","1","11",,"2","18.25",,"1782",,"94",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039366,"YldQtl-Val_2014_ClayCenter_NE13655_2230",238391,"NE13655",3,53,"2230","2","3",,"2","17.58",,"1338",,"92",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039590,"YldQtl-Val_2014_ClayCenter_NE13660_2105",235699,"NE13660",11,38,"2105","1","11",,"2","16.19",,"3605",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039583,"YldQtl-Val_2014_ClayCenter_NE13660_2229",235699,"NE13660",3,52,"2229","2","3",,"3","16.06",,"3046",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039295,"YldQtl-Val_2014_ClayCenter_NE13680_2172",226726,"NE13680",18,35,"2172","1","18",,"3","16.53",,"3114",,"94",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039373,"YldQtl-Val_2014_ClayCenter_NE13680_2298",226726,"NE13680",10,51,"2298","2","10",,"2","16.76",,"2529",,"92",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039517,"YldQtl-Val_2014_ClayCenter_NE13695_2173",234507,"NE13695",18,36,"2173","1","18",,"2","16.94",,"3289",,"94",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039386,"YldQtl-Val_2014_ClayCenter_NE13695_2281",234507,"NE13695",9,44,"2281","2","9",,"2","16.78",,"3067",,"93",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039282,"YldQtl-Val_2014_ClayCenter_NE13697_2027",227403,"NE13697",3,40,"2027","1","3",,"2","13.69",,"4539",,"86",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039526,"YldQtl-Val_2014_ClayCenter_NE13697_2394",227403,"NE13697",20,47,"2394","2","20",,"2","16.43",,"3154",,"85",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039474,"YldQtl-Val_2014_ClayCenter_NE13698_2028",224360,"NE13698",3,41,"2028","1","3",,"2","15.22",,"4452",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039300,"YldQtl-Val_2014_ClayCenter_NE13698_2393",224360,"NE13698",20,46,"2393","2","20",,"2","16.47",,"3463",,"76",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039632,"YldQtl-Val_2014_ClayCenter_NE13700_2109",229258,"NE13700",11,42,"2109","1","11",,"1","16.58",,"3477",,"88",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039288,"YldQtl-Val_2014_ClayCenter_NE13700_2285",229258,"NE13700",9,48,"2285","2","9",,"2","16.58",,"2959",,"92",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039259,"YldQtl-Val_2014_ClayCenter_NH13415_2095",220291,"NH13415",10,38,"2095","1","10",,"3","15.74",,"4089",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039663,"YldQtl-Val_2014_ClayCenter_NH13415_2205",220291,"NH13415",1,48,"2205","2","1",,"4","15.59",,"3389",,"78",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039420,"YldQtl-Val_2014_ClayCenter_NH13606_2096",230189,"NH13606",10,39,"2096","1","10",,"2","16.08",,"3665",,"76",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039556,"YldQtl-Val_2014_ClayCenter_NH13606_2206",230189,"NH13606",1,49,"2206","2","1",,"2","15.32",,"3275",,"78",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039475,"YldQtl-Val_2014_ClayCenter_NH13692_2074",229500,"NH13692",8,37,"2074","1","8",,"2","13.9",,"4506",,"98",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039401,"YldQtl-Val_2014_ClayCenter_NH13692_2224",229500,"NH13692",3,47,"2224","2","3",,"2","15.07",,"3087",,"100",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039371,"YldQtl-Val_2014_ClayCenter_NH13693_2073",236094,"NH13693",8,36,"2073","1","8",,"5","15.92",,"3369",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039481,"YldQtl-Val_2014_ClayCenter_NH13693_2223",236094,"NH13693",3,46,"2223","2","3",,"2","14.27",,"3389",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039378,"YldQtl-Val_2014_ClayCenter_NW13455_2009",236899,"NW13455",1,42,"2009","1","1",,"3","15.15",,"3887",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039502,"YldQtl-Val_2014_ClayCenter_NW13455_2214",236899,"NW13455",2,47,"2214","2","2",,"3","15.15",,"3746",,"85",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039555,"YldQtl-Val_2014_ClayCenter_NW13457_2002",229414,"NW13457",1,35,"2002","1","1",,"2","15.45",,"3383",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039385,"YldQtl-Val_2014_ClayCenter_NW13457_2271",229414,"NW13457",8,44,"2271","2","8",,"2","15.6",,"3215",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039468,"YldQtl-Val_2014_ClayCenter_NW13499_2100",224032,"NW13499",10,43,"2100","1","10",,"2","14.65",,"3813",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039548,"YldQtl-Val_2014_ClayCenter_NW13499_2335",224032,"NW13499",14,48,"2335","2","14",,"2","15.14",,"3436",,"94",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039656,"YldQtl-Val_2014_ClayCenter_NW13502_2003",228689,"NW13502",1,36,"2003","1","1",,"1","16.06",,"3753",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039522,"YldQtl-Val_2014_ClayCenter_NW13502_2284",228689,"NW13502",9,47,"2284","2","9",,"2","16",,"3295",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039440,"YldQtl-Val_2014_ClayCenter_NW13516_2184",238891,"NW13516",19,37,"2184","1","19",,"2","14.91",,"3248",,"74",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039551,"YldQtl-Val_2014_ClayCenter_NW13516_2311",238891,"NW13516",12,44,"2311","2","12",,"3","15.32",,"3262",,"76",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039664,"YldQtl-Val_2014_ClayCenter_NW13526_2010",223421,"NW13526",1,43,"2010","1","1",,"2","15.34",,"3759",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039425,"YldQtl-Val_2014_ClayCenter_NW13526_2213",223421,"NW13526",2,46,"2213","2","2",,"4","16",,"3410",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039592,"YldQtl-Val_2014_ClayCenter_NW13536_2079",225341,"NW13536",8,42,"2079","1","8",,"1","15.67",,"4089",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039263,"YldQtl-Val_2014_ClayCenter_NW13536_2226",225341,"NW13536",3,49,"2226","2","3",,"3","15.33",,"3793",,"75",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039616,"YldQtl-Val_2014_ClayCenter_NW13559_2063",225528,"NW13559",7,36,"2063","1","7",,"2","15.71",,"4365",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039471,"YldQtl-Val_2014_ClayCenter_NW13559_2212",225528,"NW13559",2,45,"2212","2","2",,"4","15.19",,"3793",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039374,"YldQtl-Val_2014_ClayCenter_NW13563_2183",229375,"NW13563",19,36,"2183","1","19",,"3","15.38",,"3329",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039516,"YldQtl-Val_2014_ClayCenter_NW13563_2312",229375,"NW13563",12,45,"2312","2","12",,"3","15.21",,"3174",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039614,"YldQtl-Val_2014_ClayCenter_NW13572_2099",230650,"NW13572",10,42,"2099","1","10",,"1","16.48",,"3806",,"92",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039487,"YldQtl-Val_2014_ClayCenter_NW13572_2336",230650,"NW13572",14,49,"2336","2","14",,"2","16.29",,"3423",,"94",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039547,"YldQtl-Val_2014_ClayCenter_NW13575_2004",220017,"NW13575",1,37,"2004","1","1",,"2","16.47",,"3188",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039296,"YldQtl-Val_2014_ClayCenter_NW13575_2283",220017,"NW13575",9,46,"2283","2","9",,"2","16.09",,"3941",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039542,"YldQtl-Val_2014_ClayCenter_NW13596_2064",231002,"NW13596",7,37,"2064","1","7",,"1","14.81",,"3652",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039458,"YldQtl-Val_2014_ClayCenter_NW13596_2211",231002,"NW13596",2,44,"2211","2","2",,"2","15.67",,"3927",,"86",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039274,"YldQtl-Val_2014_ClayCenter_NW13615_2001",230105,"NW13615",1,34,"2001","1","1",,"2","15.33",,"3423",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039390,"YldQtl-Val_2014_ClayCenter_NW13615_2272",230105,"NW13615",8,45,"2272","2","8",,"2","16.11",,"3302",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039497,"YldQtl-Val_2014_ClayCenter_NW13652_2029",233459,"NW13652",3,42,"2029","1","3",,"2","14.92",,"3847",,"92",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039677,"YldQtl-Val_2014_ClayCenter_NW13652_2397",233459,"NW13652",20,50,"2397","2","20",,"2","16.82",,"2751",,"88",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039486,"YldQtl-Val_2014_ClayCenter_NW13666_2080",230006,"NW13666",8,43,"2080","1","8",,"1","15.4",,"3847",,"60",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039685,"YldQtl-Val_2014_ClayCenter_NW13666_2225",230006,"NW13666",3,48,"2225","2","3",,"3","15.16",,"2919",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039306,"YldQtl-Val_2014_ClayCenter_NW13669_2030",238003,"NW13669",3,43,"2030","1","3",,"2","15.38",,"4250",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039358,"YldQtl-Val_2014_ClayCenter_NW13669_2398",238003,"NW13669",20,51,"2398","2","20",,"2","16.82",,"3107",,"83",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039533,"YldQtl-Val_2014_ClayCenter_TX1112_10_2250",221584,"TX1112_10",5,53,"2250","2","5",,"6","15.29",,"2522",,"86",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039264,"YldQtl-Val_2014_ClayCenter_TX1112_10_3118",221584,"TX1112_10",22,41,"3118","1","22",,"2","15.19",,"3652",,"74",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039573,"YldQtl-Val_2014_ClayCenter_TX1112_105_2245",226243,"TX1112_105",5,48,"2245","2","5",,"3","16.56",,"2986",,"90",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039361,"YldQtl-Val_2014_ClayCenter_TX1112_105_3101",226243,"TX1112_105",21,34,"3101","1","21",,"4","17.02",,"2959",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039523,"YldQtl-Val_2014_ClayCenter_TX1112_108_2232",230387,"TX1112_108",4,45,"2232","2","4",,"7","16.01",,"2959",,"85",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039451,"YldQtl-Val_2014_ClayCenter_TX1112_108_3102",230387,"TX1112_108",21,35,"3102","1","21",,"4","16.72",,"2912",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039459,"YldQtl-Val_2014_ClayCenter_TX1112_111_2241",230685,"TX1112_111",5,44,"2241","2","5",,"3","15.81",,"2966",,"86",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039575,"YldQtl-Val_2014_ClayCenter_TX1112_111_3110",230685,"TX1112_111",21,43,"3110","1","21",,"1","16.13",,"3188",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039335,"YldQtl-Val_2014_ClayCenter_TX1112_112_2235",220508,"TX1112_112",4,48,"2235","2","4",,"4","16.08",,"2798",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039415,"YldQtl-Val_2014_ClayCenter_TX1112_11_2238",231772,"TX1112_11",4,51,"2238","2","4",,"6","14.95",,"2878",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039417,"YldQtl-Val_2014_ClayCenter_TX1112_112_3119",220508,"TX1112_112",22,42,"3119","1","22",,"3","16.52",,"3073",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039377,"YldQtl-Val_2014_ClayCenter_TX1112_11_3103",231772,"TX1112_11",21,36,"3103","1","21",,"4","16.05",,"3188",,"74",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039257,"YldQtl-Val_2014_ClayCenter_TX1112_113_2248",219455,"TX1112_113",5,51,"2248","2","5",,"4","15.61",,"2508",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039499,"YldQtl-Val_2014_ClayCenter_TX1112_113_3116",219455,"TX1112_113",22,39,"3116","1","22",,"3","15.41",,"3510",,"74",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039260,"YldQtl-Val_2014_ClayCenter_TX1112_115_2233",226904,"TX1112_115",4,46,"2233","2","4",,"4","14.49",,"3403",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039672,"YldQtl-Val_2014_ClayCenter_TX1112_115_3112",226904,"TX1112_115",22,35,"3112","1","22",,"2","15.37",,"3537",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039515,"YldQtl-Val_2014_ClayCenter_TX1112_119_2243",237668,"TX1112_119",5,46,"2243","2","5",,"3","16.36",,"3147",,"86",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039426,"YldQtl-Val_2014_ClayCenter_TX1112_119_3111",237668,"TX1112_119",22,34,"3111","1","22",,"2","16.53",,"3201",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039304,"YldQtl-Val_2014_ClayCenter_TX1112_122_2242",230431,"TX1112_122",5,45,"2242","2","5",,"2","15.28",,"3867",,"84",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039484,"YldQtl-Val_2014_ClayCenter_TX1112_122_3104",230431,"TX1112_122",21,37,"3104","1","21",,"3","16.72",,"3221",,"80",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039273,"YldQtl-Val_2014_ClayCenter_TX1112_123_2246",236682,"TX1112_123",5,49,"2246","2","5",,"4","17.37",,"3215",,"88",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039683,"YldQtl-Val_2014_ClayCenter_TX1112_123_3115",236682,"TX1112_123",22,38,"3115","1","22",,"2","17.71",,"3389",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039620,"YldQtl-Val_2014_ClayCenter_TX1112_124_2231",233875,"TX1112_124",4,44,"2231","2","4",,"4","15.71",,"3383",,"82",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039669,"YldQtl-Val_2014_ClayCenter_TX1112_124_3120",233875,"TX1112_124",22,43,"3120","1","22",,"4","16.04",,"3363",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039441,"YldQtl-Val_2014_ClayCenter_TX1112_46_2240",234609,"TX1112_46",4,53,"2240","2","4",,"5","14.24",,"2482",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039619,"YldQtl-Val_2014_ClayCenter_TX1112_46_3109",234609,"TX1112_46",21,42,"3109","1","21",,"3","15.05",,"3161",,"70",
6104,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1039491,"YldQtl-Val_2014_ClayCenter_TX1112_48_2236",226242,"TX1112_48",4,49,"2236","2","4",,"4","15.9",,"3174",,"84",
